,longitude,latitude,day,month,year,native,species,DOY,geometry,ClimateDivision
17272,-122.149,38.492,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.492),2
17273,-122.155,38.498,28,04,2001,no,Medicago polymorpha,118,POINT (-122.155 38.498),2
17274,-122.149,38.489,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.489),2
17275,-122.099,38.502,18,04,1983,no,Medicago polymorpha,108,POINT (-122.099 38.502),2
17276,-122.149,38.492,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.492),2
17283,-121.692,38.495,18,03,2000,no,Medicago polymorpha,78,POINT (-121.692 38.495),2
17284,-122.134,38.5,30,03,2001,no,Medicago polymorpha,89,POINT (-122.134 38.5),2
17285,-122.34,38.827,18,03,2000,no,Medicago polymorpha,78,POINT (-122.34 38.827),2
17286,-122.339,38.828,22,04,2000,no,Medicago polymorpha,113,POINT (-122.339 38.828),2
17287,-121.726,39.027,30,03,2009,no,Medicago polymorpha,89,POINT (-121.726 39.027),2
17288,-121.745,39.493,25,04,2014,no,Medicago polymorpha,115,POINT (-121.745 39.493),2
17289,-121.337,39.218,07,06,2011,no,Medicago polymorpha,158,POINT (-121.337 39.218),2
17290,-121.734,39.779,30,04,2010,no,Medicago polymorpha,120,POINT (-121.734 39.779),2
17291,-122.409,39.011,26,04,2013,no,Medicago polymorpha,116,POINT (-122.409 39.011),2
17292,-122.039,39.963,09,06,2011,no,Medicago polymorpha,160,POINT (-122.039 39.963),2
17293,-121.702,39.804,22,04,2009,no,Medicago polymorpha,112,POINT (-121.702 39.804),2
17294,-121.809,39.746,08,05,2009,no,Medicago polymorpha,128,POINT (-121.809 39.746),2
17295,-121.501,39.299,14,05,2007,no,Medicago polymorpha,134,POINT (-121.501 39.299),2
17296,-121.563,39.706,03,11,2007,no,Medicago polymorpha,307,POINT (-121.563 39.706),2
17297,-121.311,39.55,12,05,2008,no,Medicago polymorpha,133,POINT (-121.311 39.55),2
17298,-121.982,39.621,02,05,2005,no,Medicago polymorpha,122,POINT (-121.982 39.621),2
17299,-121.864,39.734,15,03,1980,no,Medicago polymorpha,75,POINT (-121.864 39.734),2
17300,-121.826,39.715,26,04,2007,no,Medicago polymorpha,116,POINT (-121.826 39.715),2
17305,-121.551,39.566,07,05,2002,no,Medicago polymorpha,127,POINT (-121.551 39.566),2
17306,-121.551,39.566,07,05,2002,no,Medicago polymorpha,127,POINT (-121.551 39.566),2
17307,-121.979,39.619,13,08,1999,no,Medicago polymorpha,225,POINT (-121.979 39.619),2
17308,-121.268,39.709,11,05,1998,no,Medicago polymorpha,131,POINT (-121.268 39.709),2
17309,-121.541,39.595,09,06,1998,no,Medicago polymorpha,160,POINT (-121.541 39.595),2
17310,-121.889,39.897,18,05,1983,no,Medicago polymorpha,138,POINT (-121.889 39.897),2
17311,-122.163,39.45,18,04,1994,no,Medicago polymorpha,108,POINT (-122.163 39.45),2
17312,-122.246,39.993,03,04,1996,no,Medicago polymorpha,94,POINT (-122.246 39.993),2
17313,-122.055,40.343,25,04,1995,no,Medicago polymorpha,115,POINT (-122.055 40.343),2
17314,-122.064,40.329,17,04,1995,no,Medicago polymorpha,107,POINT (-122.064 40.329),2
17315,-121.516,39.348,12,05,1975,no,Medicago polymorpha,132,POINT (-121.516 39.348),2
17316,-121.516,39.348,11,04,1976,no,Medicago polymorpha,102,POINT (-121.516 39.348),2
17317,-121.516,39.359,01,05,1978,no,Medicago polymorpha,121,POINT (-121.516 39.359),2
17318,-121.827,39.322,29,04,1982,no,Medicago polymorpha,119,POINT (-121.827 39.322),2
17319,-121.813,39.256,26,05,1986,no,Medicago polymorpha,146,POINT (-121.813 39.256),2
17320,-121.481,39.364,30,04,1987,no,Medicago polymorpha,120,POINT (-121.481 39.364),2
17321,-121.984,39.899,30,04,1982,no,Medicago polymorpha,120,POINT (-121.984 39.899),2
17322,-121.481,39.364,30,04,1987,no,Medicago polymorpha,120,POINT (-121.481 39.364),2
17323,-121.99,39.916,25,03,1982,no,Medicago polymorpha,84,POINT (-121.99 39.916),2
17324,-121.813,39.256,26,05,1986,no,Medicago polymorpha,146,POINT (-121.813 39.256),2
17325,-121.529,39.71,24,03,1985,no,Medicago polymorpha,83,POINT (-121.529 39.71),2
17326,-121.751,39.787,04,04,1983,no,Medicago polymorpha,94,POINT (-121.751 39.787),2
17327,-121.732,39.801,06,04,1983,no,Medicago polymorpha,96,POINT (-121.732 39.801),2
17328,-121.551,39.586,19,04,1982,no,Medicago polymorpha,109,POINT (-121.551 39.586),2
17329,-121.481,39.347,02,05,1976,no,Medicago polymorpha,123,POINT (-121.481 39.347),2
17330,-121.481,39.347,02,05,1976,no,Medicago polymorpha,123,POINT (-121.481 39.347),2
17331,-121.853,39.8,14,04,1978,no,Medicago polymorpha,104,POINT (-121.853 39.8),2
17332,-121.845,39.729,11,03,1972,no,Medicago polymorpha,71,POINT (-121.845 39.729),2
17333,-122.104,39.909,24,04,1978,no,Medicago polymorpha,114,POINT (-122.104 39.909),2
17334,-121.701,39.981,25,04,1975,no,Medicago polymorpha,115,POINT (-121.701 39.981),2
17337,-122.406,38.974,06,04,2016,no,Medicago polymorpha,97,POINT (-122.406 38.974),2
17338,-122.039,39.195,11,03,2009,no,Medicago polymorpha,70,POINT (-122.039 39.195),2
17347,-122.039,39.195,11,03,2009,no,Medicago polymorpha,70,POINT (-122.039 39.195),2
17348,-121.698,39.143,06,03,2008,no,Medicago polymorpha,66,POINT (-121.698 39.143),2
17349,-122.583,39.783,05,05,1990,no,Medicago polymorpha,125,POINT (-122.583 39.783),2
17350,-122.147,39.159,22,03,2007,no,Medicago polymorpha,81,POINT (-122.147 39.159),2
17351,-121.756,38.518,13,05,2012,no,Medicago polymorpha,134,POINT (-121.756 38.518),2
17353,-121.363,38.978,01,03,2013,no,Medicago polymorpha,60,POINT (-121.363 38.978),2
17354,-121.577,39.336,14,04,2012,no,Medicago polymorpha,105,POINT (-121.577 39.336),2
17359,-121.789,38.502,25,04,2015,no,Medicago polymorpha,115,POINT (-121.789 38.502),2
17360,-121.745,39.493,25,04,2014,no,Medicago polymorpha,115,POINT (-121.745 39.493),2
17362,-121.247,38.736,26,02,2016,no,Medicago polymorpha,57,POINT (-121.247 38.736),2
17363,-121.563,39.706,03,11,2007,no,Medicago polymorpha,307,POINT (-121.563 39.706),2
17364,-121.979,39.619,13,08,1999,no,Medicago polymorpha,225,POINT (-121.979 39.619),2
17366,-122.454,39.024,11,06,2010,no,Medicago polymorpha,162,POINT (-122.454 39.024),2
17367,-121.541,39.595,09,06,1998,no,Medicago polymorpha,160,POINT (-121.541 39.595),2
17368,-121.813,39.256,26,05,1986,no,Medicago polymorpha,146,POINT (-121.813 39.256),2
17369,-121.813,39.256,26,05,1986,no,Medicago polymorpha,146,POINT (-121.813 39.256),2
17372,-121.889,39.898,18,05,1983,no,Medicago polymorpha,138,POINT (-121.889 39.898),2
17374,-121.501,39.299,14,05,2007,no,Medicago polymorpha,134,POINT (-121.501 39.299),2
17375,-121.501,39.299,14,05,2007,no,Medicago polymorpha,134,POINT (-121.501 39.299),2
17376,-121.311,39.55,12,05,2008,no,Medicago polymorpha,133,POINT (-121.311 39.55),2
17377,-121.516,39.348,12,05,1975,no,Medicago polymorpha,132,POINT (-121.516 39.348),2
17378,-121.268,39.709,11,05,1998,no,Medicago polymorpha,131,POINT (-121.268 39.709),2
17381,-121.809,39.746,08,05,2009,no,Medicago polymorpha,128,POINT (-121.809 39.746),2
17382,-121.809,39.746,08,05,2009,no,Medicago polymorpha,128,POINT (-121.809 39.746),2
17383,-121.809,39.746,08,05,2009,no,Medicago polymorpha,128,POINT (-121.809 39.746),2
17384,-121.809,39.746,08,05,2009,no,Medicago polymorpha,128,POINT (-121.809 39.746),2
17385,-120.993,38.827,07,05,2007,no,Medicago polymorpha,127,POINT (-120.993 38.827),2
17386,-121.551,39.566,07,05,2002,no,Medicago polymorpha,127,POINT (-121.551 39.566),2
17387,-121.55,39.572,07,05,2002,no,Medicago polymorpha,127,POINT (-121.55 39.572),2
17388,-121.551,39.566,07,05,2002,no,Medicago polymorpha,127,POINT (-121.551 39.566),2
17389,-122.4,38.998,06,05,2009,no,Medicago polymorpha,126,POINT (-122.4 38.998),2
17390,-121.729,39.804,04,05,2005,no,Medicago polymorpha,124,POINT (-121.729 39.804),2
17391,-122.926,39.157,03,05,1997,no,Medicago polymorpha,123,POINT (-122.926 39.157),2
17392,-121.982,39.621,02,05,2005,no,Medicago polymorpha,122,POINT (-121.982 39.621),2
17393,-121.982,39.621,02,05,2005,no,Medicago polymorpha,122,POINT (-121.982 39.621),2
17394,-121.481,39.347,02,05,1976,no,Medicago polymorpha,123,POINT (-121.481 39.347),2
17395,-121.481,39.347,02,05,1976,no,Medicago polymorpha,123,POINT (-121.481 39.347),2
17396,-120.837,38.756,01,05,2007,no,Medicago polymorpha,121,POINT (-120.837 38.756),2
17397,-120.837,38.756,01,05,2007,no,Medicago polymorpha,121,POINT (-120.837 38.756),2
17398,-122.097,38.507,01,05,2010,no,Medicago polymorpha,121,POINT (-122.097 38.507),2
17399,-122.097,38.507,01,05,2010,no,Medicago polymorpha,121,POINT (-122.097 38.507),2
17400,-121.516,39.359,01,05,1978,no,Medicago polymorpha,121,POINT (-121.516 39.359),2
17401,-121.481,39.364,30,04,1987,no,Medicago polymorpha,120,POINT (-121.481 39.364),2
17402,-121.481,39.364,30,04,1987,no,Medicago polymorpha,120,POINT (-121.481 39.364),2
17403,-121.984,39.899,30,04,1982,no,Medicago polymorpha,120,POINT (-121.984 39.899),2
17404,-121.827,39.322,29,04,1982,no,Medicago polymorpha,119,POINT (-121.827 39.322),2
17405,-122.155,38.498,28,04,2001,no,Medicago polymorpha,118,POINT (-122.155 38.498),2
17406,-122.074,40.368,25,04,1995,no,Medicago polymorpha,115,POINT (-122.074 40.368),2
17407,-122.055,40.343,25,04,1995,no,Medicago polymorpha,115,POINT (-122.055 40.343),2
17408,-121.701,39.981,25,04,1975,no,Medicago polymorpha,115,POINT (-121.701 39.981),2
17410,-122.104,39.909,24,04,1978,no,Medicago polymorpha,114,POINT (-122.104 39.909),2
17411,-121.026,38.919,22,04,2009,no,Medicago polymorpha,112,POINT (-121.026 38.919),2
17412,-121.702,39.804,22,04,2009,no,Medicago polymorpha,112,POINT (-121.702 39.804),2
17413,-121.011,38.925,22,04,2009,no,Medicago polymorpha,112,POINT (-121.011 38.925),2
17414,-122.338,38.828,22,04,2000,no,Medicago polymorpha,113,POINT (-122.338 38.828),2
17415,-120.817,38.756,21,04,2009,no,Medicago polymorpha,111,POINT (-120.817 38.756),2
17416,-120.916,38.767,20,04,2007,no,Medicago polymorpha,110,POINT (-120.916 38.767),2
17417,-121.551,39.586,19,04,1982,no,Medicago polymorpha,109,POINT (-121.551 39.586),2
17418,-122.163,39.45,18,04,1994,no,Medicago polymorpha,108,POINT (-122.163 39.45),2
17419,-122.099,38.502,18,04,1983,no,Medicago polymorpha,108,POINT (-122.099 38.502),2
17420,-121.044,38.839,17,04,2010,no,Medicago polymorpha,107,POINT (-121.044 38.839),2
17421,-122.074,40.368,17,04,1995,no,Medicago polymorpha,107,POINT (-122.074 40.368),2
17422,-121.788,39.187,17,04,2008,no,Medicago polymorpha,108,POINT (-121.788 39.187),2
17423,-122.064,40.329,17,04,1995,no,Medicago polymorpha,107,POINT (-122.064 40.329),2
17424,-122.149,38.492,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.492),2
17425,-122.149,38.489,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.489),2
17426,-122.149,38.492,14,04,2001,no,Medicago polymorpha,104,POINT (-122.149 38.492),2
17427,-121.853,39.8,14,04,1978,no,Medicago polymorpha,104,POINT (-121.853 39.8),2
17428,-122.371,38.856,13,04,2002,no,Medicago polymorpha,103,POINT (-122.371 38.856),2
17429,-121.516,39.348,11,04,1976,no,Medicago polymorpha,102,POINT (-121.516 39.348),2
17431,-122.083,38.521,06,04,2008,no,Medicago polymorpha,97,POINT (-122.083 38.521),2
17432,-121.218,38.768,06,04,2006,no,Medicago polymorpha,96,POINT (-121.218 38.768),2
17433,-121.732,39.801,06,04,1983,no,Medicago polymorpha,96,POINT (-121.732 39.801),2
17434,-121.751,39.787,04,04,1983,no,Medicago polymorpha,94,POINT (-121.751 39.787),2
17435,-122.246,39.993,03,04,1996,no,Medicago polymorpha,94,POINT (-122.246 39.993),2
17437,-121.723,38.641,01,04,2009,no,Medicago polymorpha,91,POINT (-121.723 38.641),2
17438,-121.726,39.027,30,03,2009,no,Medicago polymorpha,89,POINT (-121.726 39.027),2
17439,-122.354,38.983,30,03,2007,no,Medicago polymorpha,89,POINT (-122.354 38.983),2
17440,-122.134,38.5,30,03,2001,no,Medicago polymorpha,89,POINT (-122.134 38.5),2
17442,-120.822,38.767,26,03,2006,no,Medicago polymorpha,85,POINT (-120.822 38.767),2
17443,-121.99,39.916,25,03,1982,no,Medicago polymorpha,84,POINT (-121.99 39.916),2
17444,-121.529,39.71,24,03,1985,no,Medicago polymorpha,83,POINT (-121.529 39.71),2
17445,-122.114,38.594,23,03,2007,no,Medicago polymorpha,82,POINT (-122.114 38.594),2
17446,-121.039,38.839,23,03,2007,no,Medicago polymorpha,82,POINT (-121.039 38.839),2
17448,-122.147,39.159,22,03,2007,no,Medicago polymorpha,81,POINT (-122.147 39.159),2
17451,-122.34,38.827,18,03,2000,no,Medicago polymorpha,78,POINT (-122.34 38.827),2
17452,-121.692,38.495,18,03,2000,no,Medicago polymorpha,78,POINT (-121.692 38.495),2
17453,-121.864,39.734,15,03,1980,no,Medicago polymorpha,75,POINT (-121.864 39.734),2
17454,-122.039,39.195,11,03,2009,no,Medicago polymorpha,70,POINT (-122.039 39.195),2
17455,-121.845,39.729,11,03,1972,no,Medicago polymorpha,71,POINT (-121.845 39.729),2
17456,-121.698,39.143,06,03,2008,no,Medicago polymorpha,66,POINT (-121.698 39.143),2
17458,-120.993,38.827,07,05,2007,no,Medicago polymorpha,127,POINT (-120.993 38.827),2
17460,-122.926,39.157,03,05,1997,no,Medicago polymorpha,123,POINT (-122.926 39.157),2
17461,-120.916,38.767,20,04,2007,no,Medicago polymorpha,110,POINT (-120.916 38.767),2
17462,-120.837,38.756,01,05,2007,no,Medicago polymorpha,121,POINT (-120.837 38.756),2
17463,-120.837,38.756,01,05,2007,no,Medicago polymorpha,121,POINT (-120.837 38.756),2
17464,-120.822,38.767,26,03,2006,no,Medicago polymorpha,85,POINT (-120.822 38.767),2
17465,-120.817,38.756,21,04,2009,no,Medicago polymorpha,111,POINT (-120.817 38.756),2
17466,-121.788,39.187,17,04,2008,no,Medicago polymorpha,108,POINT (-121.788 39.187),2
17468,-121.698,39.143,06,03,2008,no,Medicago polymorpha,66,POINT (-121.698 39.143),2
17469,-121.218,38.768,06,04,2006,no,Medicago polymorpha,96,POINT (-121.218 38.768),2
17470,-122.039,39.195,11,03,2009,no,Medicago polymorpha,70,POINT (-122.039 39.195),2
17471,-121.039,38.839,23,03,2007,no,Medicago polymorpha,82,POINT (-121.039 38.839),2
17472,-121.044,38.839,17,04,2010,no,Medicago polymorpha,107,POINT (-121.044 38.839),2
17473,-121.026,38.919,22,04,2009,no,Medicago polymorpha,112,POINT (-121.026 38.919),2
17474,-121.011,38.925,22,04,2009,no,Medicago polymorpha,112,POINT (-121.011 38.925),2
17475,-121.23,38.633,03,04,2014,no,Medicago polymorpha,93,POINT (-121.23 38.633),2
17476,-120.827,38.686,26,10,2009,no,Centaurea solstitialis,299,POINT (-120.827 38.686),2
17498,-122.226,39.524,10,07,1979,no,Centaurea solstitialis,191,POINT (-122.226 39.524),2
17505,-121.998,38.774,16,04,1980,no,Centaurea solstitialis,107,POINT (-121.998 38.774),2
17506,-121.998,38.774,16,04,1980,no,Centaurea solstitialis,107,POINT (-121.998 38.774),2
17507,-121.998,38.774,16,04,1980,no,Centaurea solstitialis,107,POINT (-121.998 38.774),2
17508,-120.906,39.943,07,07,2002,no,Centaurea solstitialis,188,POINT (-120.906 39.943),2
17509,-121.72,39.803,30,06,2009,no,Centaurea solstitialis,181,POINT (-121.72 39.803),2
17518,-121.857,38.445,09,07,2011,no,Centaurea solstitialis,190,POINT (-121.857 38.445),2
17519,-122.091,38.508,25,04,2010,no,Centaurea solstitialis,115,POINT (-122.091 38.508),2
17520,-122.142,38.731,25,07,2009,no,Centaurea solstitialis,206,POINT (-122.142 38.731),2
17522,-121.691,38.115,12,11,1997,no,Centaurea solstitialis,316,POINT (-121.691 38.115),2
17523,-121.194,38.647,21,05,1990,no,Centaurea solstitialis,141,POINT (-121.194 38.647),2
17524,-120.851,39.18,02,10,2011,no,Centaurea solstitialis,275,POINT (-120.851 39.18),2
17525,-121.47,38.478,21,03,2001,no,Centaurea solstitialis,80,POINT (-121.47 38.478),2
17527,-122.257,41.245,11,08,2011,no,Centaurea solstitialis,223,POINT (-122.257 41.245),2
17528,-122.343,38.957,20,05,2009,no,Centaurea solstitialis,140,POINT (-122.343 38.957),2
17535,-121.504,41.002,14,07,2016,no,Centaurea solstitialis,196,POINT (-121.504 41.002),2
17536,-121.567,40.98,02,07,2014,no,Centaurea solstitialis,183,POINT (-121.567 40.98),2
17537,-121.45,40.938,24,06,2014,no,Centaurea solstitialis,175,POINT (-121.45 40.938),2
17538,-121.466,40.952,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.466 40.952),2
17539,-121.498,41.004,26,06,2015,no,Centaurea solstitialis,177,POINT (-121.498 41.004),2
17540,-121.464,40.954,03,06,2013,no,Centaurea solstitialis,154,POINT (-121.464 40.954),2
17541,-121.442,40.947,20,06,2016,no,Centaurea solstitialis,172,POINT (-121.442 40.947),2
17542,-121.447,40.94,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.447 40.94),2
17543,-121.314,41.134,30,06,2016,no,Centaurea solstitialis,182,POINT (-121.314 41.134),2
17544,-121.466,40.951,19,06,2015,no,Centaurea solstitialis,170,POINT (-121.466 40.951),2
17545,-121.54,40.847,07,06,2013,no,Centaurea solstitialis,158,POINT (-121.54 40.847),2
17546,-121.316,41.136,18,06,2015,no,Centaurea solstitialis,169,POINT (-121.316 41.136),2
17547,-121.492,41.006,07,06,2013,no,Centaurea solstitialis,158,POINT (-121.492 41.006),2
17548,-121.415,40.952,19,06,2014,no,Centaurea solstitialis,170,POINT (-121.415 40.952),2
17549,-121.425,40.952,05,06,2013,no,Centaurea solstitialis,156,POINT (-121.425 40.952),2
17550,-121.532,40.959,31,05,2013,no,Centaurea solstitialis,151,POINT (-121.532 40.959),2
17551,-121.317,41.135,17,06,2014,no,Centaurea solstitialis,168,POINT (-121.317 41.135),2
17553,-121.447,40.941,23,06,2014,no,Centaurea solstitialis,174,POINT (-121.447 40.941),2
17554,-121.387,41.221,29,06,2016,no,Centaurea solstitialis,181,POINT (-121.387 41.221),2
17555,-121.452,40.934,20,06,2016,no,Centaurea solstitialis,172,POINT (-121.452 40.934),2
17556,-121.253,40.996,14,05,2013,no,Centaurea solstitialis,134,POINT (-121.253 40.996),2
17557,-121.506,40.999,03,06,2013,no,Centaurea solstitialis,154,POINT (-121.506 40.999),2
17558,-121.51,40.99,11,06,2014,no,Centaurea solstitialis,162,POINT (-121.51 40.99),2
17559,-121.386,41.225,05,10,2016,no,Centaurea solstitialis,279,POINT (-121.386 41.225),2
17560,-121.498,41.004,08,07,2016,no,Centaurea solstitialis,190,POINT (-121.498 41.004),2
17561,-121.447,40.941,20,06,2016,no,Centaurea solstitialis,172,POINT (-121.447 40.941),2
17562,-121.396,40.874,28,06,2016,no,Centaurea solstitialis,180,POINT (-121.396 40.874),2
17563,-121.452,40.936,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.452 40.936),2
17565,-121.442,40.946,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.442 40.946),2
17566,-121.506,41.001,29,06,2015,no,Centaurea solstitialis,180,POINT (-121.506 41.001),2
17567,-121.495,41.007,26,06,2015,no,Centaurea solstitialis,177,POINT (-121.495 41.007),2
17568,-121.444,40.942,05,06,2013,no,Centaurea solstitialis,156,POINT (-121.444 40.942),2
17570,-121.318,41.133,18,06,2015,no,Centaurea solstitialis,169,POINT (-121.318 41.133),2
17572,-121.386,41.222,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.386 41.222),2
17573,-121.505,41.0,29,06,2015,no,Centaurea solstitialis,180,POINT (-121.505 41),2
17575,-121.232,40.92,19,09,2013,no,Centaurea solstitialis,262,POINT (-121.232 40.92),2
17576,-121.504,40.995,14,07,2016,no,Centaurea solstitialis,196,POINT (-121.504 40.995),2
17577,-121.587,40.927,30,06,2015,no,Centaurea solstitialis,181,POINT (-121.587 40.927),2
17578,-121.444,40.955,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.444 40.955),2
17579,-121.469,40.963,19,06,2015,no,Centaurea solstitialis,170,POINT (-121.469 40.963),2
17580,-121.423,40.989,05,07,2016,no,Centaurea solstitialis,187,POINT (-121.423 40.989),2
17581,-121.451,40.937,24,06,2014,no,Centaurea solstitialis,175,POINT (-121.451 40.937),2
17582,-121.449,40.945,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.449 40.945),2
17583,-121.508,40.993,04,06,2013,no,Centaurea solstitialis,155,POINT (-121.508 40.993),2
17584,-121.388,41.219,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.388 41.219),2
17585,-121.462,40.953,18,06,2015,no,Centaurea solstitialis,169,POINT (-121.462 40.953),2
17586,-121.506,40.998,15,06,2016,no,Centaurea solstitialis,167,POINT (-121.506 40.998),2
17587,-121.509,40.993,04,06,2013,no,Centaurea solstitialis,155,POINT (-121.509 40.993),2
17588,-121.388,41.22,29,06,2016,no,Centaurea solstitialis,181,POINT (-121.388 41.22),2
17589,-121.452,40.935,24,06,2015,no,Centaurea solstitialis,175,POINT (-121.452 40.935),2
17590,-121.456,40.927,06,06,2013,no,Centaurea solstitialis,157,POINT (-121.456 40.927),2
17592,-121.35,40.928,06,06,2013,no,Centaurea solstitialis,157,POINT (-121.35 40.928),2
17593,-121.587,40.927,06,05,2013,no,Centaurea solstitialis,126,POINT (-121.587 40.927),2
17594,-121.461,40.951,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.461 40.951),2
17595,-121.328,40.977,01,07,2015,no,Centaurea solstitialis,182,POINT (-121.328 40.977),2
17596,-121.316,41.136,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.316 41.136),2
17597,-121.388,41.22,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.388 41.22),2
17600,-121.351,40.929,06,06,2013,no,Centaurea solstitialis,157,POINT (-121.351 40.929),2
17601,-121.456,40.926,24,06,2015,no,Centaurea solstitialis,175,POINT (-121.456 40.926),2
17602,-121.386,41.221,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.386 41.221),2
17603,-121.506,41.002,02,05,2013,no,Centaurea solstitialis,122,POINT (-121.506 41.002),2
17604,-121.388,41.219,17,06,2015,no,Centaurea solstitialis,168,POINT (-121.388 41.219),2
17605,-121.315,41.135,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.315 41.135),2
17606,-121.338,40.93,25,06,2014,no,Centaurea solstitialis,176,POINT (-121.338 40.93),2
17607,-121.387,41.22,17,06,2015,no,Centaurea solstitialis,168,POINT (-121.387 41.22),2
17608,-121.316,41.135,30,06,2016,no,Centaurea solstitialis,182,POINT (-121.316 41.135),2
17609,-121.316,41.134,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.316 41.134),2
17610,-121.451,40.941,23,06,2014,no,Centaurea solstitialis,174,POINT (-121.451 40.941),2
17611,-121.315,41.135,18,06,2015,no,Centaurea solstitialis,169,POINT (-121.315 41.135),2
17612,-121.584,40.927,10,06,2014,no,Centaurea solstitialis,161,POINT (-121.584 40.927),2
17613,-121.526,41.125,30,06,2016,no,Centaurea solstitialis,182,POINT (-121.526 41.125),2
17614,-121.447,40.94,24,06,2014,no,Centaurea solstitialis,175,POINT (-121.447 40.94),2
17615,-121.505,41.002,15,06,2016,no,Centaurea solstitialis,167,POINT (-121.505 41.002),2
17616,-121.387,41.22,29,06,2016,no,Centaurea solstitialis,181,POINT (-121.387 41.22),2
17617,-121.453,40.933,06,06,2013,no,Centaurea solstitialis,157,POINT (-121.453 40.933),2
17619,-121.586,40.926,30,06,2015,no,Centaurea solstitialis,181,POINT (-121.586 40.926),2
17620,-121.136,41.234,02,07,2014,no,Centaurea solstitialis,183,POINT (-121.136 41.234),2
17621,-121.386,41.218,17,06,2015,no,Centaurea solstitialis,168,POINT (-121.386 41.218),2
17622,-121.349,40.93,06,06,2013,no,Centaurea solstitialis,157,POINT (-121.349 40.93),2
17623,-121.204,41.021,11,08,2016,no,Centaurea solstitialis,224,POINT (-121.204 41.021),2
17624,-121.498,41.005,26,06,2015,no,Centaurea solstitialis,177,POINT (-121.498 41.005),2
17625,-121.315,41.135,18,06,2015,no,Centaurea solstitialis,169,POINT (-121.315 41.135),2
17626,-121.457,40.949,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.457 40.949),2
17627,-121.54,40.847,10,06,2014,no,Centaurea solstitialis,161,POINT (-121.54 40.847),2
17628,-121.45,40.94,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.45 40.94),2
17629,-121.465,40.952,19,06,2015,no,Centaurea solstitialis,170,POINT (-121.465 40.952),2
17630,-121.461,40.953,03,06,2013,no,Centaurea solstitialis,154,POINT (-121.461 40.953),2
17631,-121.386,41.225,05,10,2016,no,Centaurea solstitialis,279,POINT (-121.386 41.225),2
17632,-121.442,40.939,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.442 40.939),2
17634,-121.386,41.222,29,06,2016,no,Centaurea solstitialis,181,POINT (-121.386 41.222),2
17635,-121.467,40.959,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.467 40.959),2
17636,-121.387,41.221,10,06,2013,no,Centaurea solstitialis,161,POINT (-121.387 41.221),2
17637,-121.51,40.994,11,06,2014,no,Centaurea solstitialis,162,POINT (-121.51 40.994),2
17638,-121.463,40.954,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.463 40.954),2
17639,-121.503,41.002,07,06,2013,no,Centaurea solstitialis,158,POINT (-121.503 41.002),2
17640,-121.423,40.989,26,06,2015,no,Centaurea solstitialis,177,POINT (-121.423 40.989),2
17641,-121.471,40.967,19,06,2015,no,Centaurea solstitialis,170,POINT (-121.471 40.967),2
17642,-121.457,40.925,24,06,2015,no,Centaurea solstitialis,175,POINT (-121.457 40.925),2
17643,-121.202,41.022,07,06,2013,no,Centaurea solstitialis,158,POINT (-121.202 41.022),2
17644,-121.528,40.94,24,06,2016,no,Centaurea solstitialis,176,POINT (-121.528 40.94),2
17645,-121.314,41.135,30,06,2016,no,Centaurea solstitialis,182,POINT (-121.314 41.135),2
17646,-121.505,40.998,15,06,2016,no,Centaurea solstitialis,167,POINT (-121.505 40.998),2
17647,-121.445,40.945,23,06,2015,no,Centaurea solstitialis,174,POINT (-121.445 40.945),2
17648,-121.504,40.997,14,07,2016,no,Centaurea solstitialis,196,POINT (-121.504 40.997),2
17652,-121.458,40.952,18,06,2014,no,Centaurea solstitialis,169,POINT (-121.458 40.952),2
17653,-121.35,40.929,01,07,2015,no,Centaurea solstitialis,182,POINT (-121.35 40.929),2
17654,-121.448,40.953,22,06,2015,no,Centaurea solstitialis,173,POINT (-121.448 40.953),2
17655,-121.464,40.955,20,06,2016,no,Centaurea solstitialis,172,POINT (-121.464 40.955),2
17656,-121.5,41.003,26,06,2015,no,Centaurea solstitialis,177,POINT (-121.5 41.003),2
17658,-121.425,40.952,25,06,2014,no,Centaurea solstitialis,176,POINT (-121.425 40.952),2
